Clipping,Median_Filter,Despike
25.75,25.75,25.75
26.438,26.438,26.438
28.031,28.031,28.031
28.875,28.875,28.875
33.031,33.031,33.031
34.469,34.469,34.469
36.875,36.875,36.875
38.688,37.5,38.688
40.0,37.5,42.625
40.0,38.594,42.031
37.5,38.688,37.5
33.281,42.031,33.281
38.594,42.031,38.594
40.0,52.688,52.688
40.0,63.938,63.938
40.0,74.0,74.0
40.0,79.813,79.813
40.0,86.5,91.25
40.0,86.5,98.25
40.0,86.5,98.625
40.0,86.5,86.5
40.0,83.563,77.313
40.0,83.563,71.938
40.0,83.563,75.75
40.0,83.563,83.563
40.0,83.563,93.813
40.0,83.563,99.5
40.0,83.563,90.813
40.0,79.813,79.813
40.0,73.313,73.313
40.0,73.313,67.625
40.0,73.313,68.063
40.0,73.313,67.625
40.0,73.688,73.688
40.0,73.688,79.5
40.0,73.688,82.5
40.0,73.688,78.75
40.0,60.25,60.25
37.125,37.125,37.125
20.75,20.75,20.75
14.414,16.797,14.414
14.117,16.797,14.117
15.938,16.797,15.938
16.797,16.797,16.797
18.25,18.25,18.25
18.813,18.813,18.813
22.641,22.641,22.641
28.969,23.406,28.969
30.5,23.406,30.5
28.75,23.406,28.75
23.406,23.406,23.406
20.359,23.141,20.359
16.828,23.141,16.828
19.484,23.141,19.484
23.141,23.141,23.141
26.719,25.75,26.719
26.688,26.688,26.688
25.75,26.719,25.75
32.906,32.906,32.906
40.0,55.469,55.469
40.0,81.375,81.375
40.0,98.563,98.563
40.0,101.25,102.375
40.0,102.188,102.188
40.0,102.188,101.25
40.0,102.188,102.875
40.0,101.25,103.25
40.0,100.688,100.688
40.0,95.063,95.063
40.0,89.125,89.0
40.0,89.0,89.125
40.0,83.063,83.063
40.0,83.063,76.563
40.0,83.063,73.25
40.0,80.5,79.438
40.0,79.438,89.0
40.0,79.438,85.5
40.0,79.438,80.5
40.0,74.75,73.375
40.0,73.375,74.75
40.0,73.375,69.063
40.0,73.375,68.375
40.0,74.75,68.313
40.0,76.813,76.813
40.0,76.813,89.875
40.0,76.813,92.75
40.0,76.813,84.875
40.0,58.375,58.375
37.969,37.969,37.969
21.266,21.266,21.266
17.641,17.641,17.641
15.586,16.25,15.586
15.0,16.25,15.0
13.617,16.25,13.617
16.25,16.25,16.25
18.781,18.781,18.781
23.219,23.219,23.219
28.328,28.328,28.328
40.0,45.063,45.063
40.0,65.125,65.125
40.0,66.0,83.938
40.0,67.313,82.563
40.0,71.5,75.5
40.0,75.5,66.0
40.0,75.5,67.313
40.0,75.5,71.5
40.0,81.25,81.25
40.0,81.25,90.375
40.0,81.25,92.813
40.0,81.25,87.125
40.0,77.563,77.563
40.0,76.938,73.375
40.0,76.938,73.438
40.0,76.938,75.25
40.0,76.938,76.938
40.0,80.188,80.188
40.0,88.5,88.5
40.0,94.563,98.5
40.0,94.563,107.125
40.0,94.563,108.75
40.0,94.563,94.563
40.0,66.813,66.813
38.781,38.781,38.781
21.016,21.016,21.016
17.484,20.172,17.484
16.234,20.172,16.234
16.672,20.172,16.672
20.172,20.172,20.172
26.953,26.953,26.953
37.594,37.594,37.594
40.0,41.188,41.188
40.0,42.594,43.531
40.0,43.531,42.594
40.0,54.031,54.031
40.0,54.031,69.5
40.0,54.031,74.625
40.0,54.031,63.75
40.0,49.469,49.469
40.0,49.375,47.656
40.0,48.031,49.375
40.0,47.656,48.031
40.0,43.25,43.25
35.844,35.844,35.844
28.859,28.859,28.859
22.609,28.859,22.609
22.188,28.859,22.188
22.266,28.859,22.266
30.328,30.328,30.328
35.313,35.313,35.313
40.0,46.313,46.313
40.0,56.594,56.594
40.0,64.938,64.938
40.0,65.0,65.0
40.0,66.438,66.438
40.0,80.5,80.5
40.0,93.313,93.313
40.0,103.125,103.125
40.0,114.25,114.25
40.0,120.25,131.625
40.0,120.25,141.75
40.0,120.25,129.5
40.0,120.25,120.25
40.0,106.625,106.625
40.0,105.875,105.0
40.0,105.875,97.438
40.0,105.875,97.688
40.0,105.875,105.875
40.0,135.625,135.625
40.0,135.625,164.25
40.0,135.625,168.375
40.0,135.625,137.875
40.0,98.188,98.188
40.0,98.188,79.188
40.0,98.188,76.188
40.0,98.188,88.25
40.0,102.75,102.75
40.0,102.75,107.563
40.0,102.75,110.938
40.0,102.75,104.0
40.0,101.938,98.563
40.0,101.938,91.125
40.0,101.938,93.125
40.0,101.938,101.938
40.0,107.313,107.313
40.0,107.938,112.563
40.0,107.938,110.375
40.0,107.938,113.5
40.0,107.938,107.938
40.0,103.5,103.5
40.0,100.25,100.25
40.0,94.5,94.5
40.0,94.0,94.0
40.0,91.188,91.188
40.0,89.938,89.938
40.0,86.5,86.5
40.0,77.938,77.938
40.0,77.938,76.813
40.0,77.688,77.688
40.0,77.688,77.563
40.0,77.688,78.563
40.0,78.563,76.0
40.0,80.688,80.688
40.0,82.125,82.125
40.0,84.5,84.5
40.0,86.688,86.688
40.0,87.0,87.25
40.0,87.25,87.375
40.0,87.375,87.0
40.0,93.75,97.375
40.0,94.938,100.563
40.0,94.938,102.625
40.0,94.938,93.75
40.0,93.75,94.938
40.0,81.125,81.125
40.0,58.188,58.188
32.969,32.969,32.969
20.969,20.969,20.969
14.461,19.219,14.461
13.609,19.219,13.609
13.25,19.219,13.25
19.219,19.219,19.219
19.641,19.641,19.641
24.266,24.266,24.266
26.141,26.141,26.141
29.594,29.594,29.594
32.938,32.938,32.938
36.844,36.844,36.844
40.0,44.188,44.188
40.0,48.531,50.625
40.0,48.531,57.0
40.0,48.531,57.469
40.0,48.531,48.531
40.0,46.906,40.469
32.813,46.906,32.813
38.563,46.906,38.563
40.0,40.688,46.906
40.0,40.688,54.594
40.0,40.688,51.219
40.0,40.688,40.688
34.406,38.906,34.406
31.297,38.906,31.297
36.469,38.719,36.469
38.906,38.125,38.906
40.0,38.719,41.906
38.719,38.906,38.719
38.125,41.906,38.125
40.0,41.969,41.969
40.0,45.031,45.031
40.0,47.125,47.125
40.0,57.75,57.75
40.0,61.406,68.375
40.0,62.438,77.313
40.0,66.313,66.313
40.0,68.375,61.406
40.0,77.313,62.438
40.0,80.875,80.875
40.0,96.5,96.5
40.0,120.188,120.188
40.0,165.625,165.625
40.0,166.625,219.375
40.0,166.625,247.5
40.0,166.625,216.75
40.0,166.625,166.625
40.0,119.063,119.063
40.0,96.563,96.563
40.0,78.188,78.188
40.0,78.188,78.188
40.0,70.75,70.75
40.0,61.5,61.5
40.0,56.813,56.813
40.0,52.281,52.281
40.0,48.438,48.438
