Clipping,Median_Filter,Despike
40.0,78.0,78.0
40.0,96.813,96.813
40.0,145.75,145.75
40.0,145.75,207.125
40.0,145.75,221.125
40.0,145.75,183.375
40.0,124.438,124.438
40.0,93.438,93.438
40.0,81.625,81.625
40.0,78.813,78.813
40.0,75.563,74.5
40.0,74.5,75.563
40.0,69.438,69.438
40.0,67.5,63.063
40.0,64.938,67.5
40.0,63.063,64.938
40.0,60.281,60.281
40.0,48.844,48.844
39.156,39.156,39.156
31.453,37.844,31.453
27.031,37.844,27.031
31.453,37.844,31.453
37.844,35.063,37.844
40.0,35.063,43.313
40.0,35.063,41.906
35.063,35.063,35.063
32.531,34.281,32.531
30.906,34.281,30.906
32.188,34.281,32.188
34.281,34.281,34.281
40.0,40.844,40.844
40.0,52.75,52.75
40.0,68.125,68.125
40.0,96.063,96.063
40.0,100.625,119.438
40.0,100.625,131.875
40.0,100.625,124.563
40.0,100.625,100.625
40.0,100.625,83.313
40.0,100.625,72.563
40.0,100.625,93.125
40.0,106.25,117.75
40.0,106.25,131.875
40.0,106.25,124.25
40.0,106.25,106.25
40.0,87.875,87.875
40.0,74.938,74.938
40.0,72.313,67.625
40.0,70.5,72.313
40.0,70.188,70.5
40.0,67.625,70.188
40.0,70.188,66.25
40.0,70.188,66.813
40.0,70.188,66.875
40.0,71.438,71.438
40.0,79.313,83.688
40.0,79.313,85.0
40.0,79.313,85.0
40.0,79.313,79.313
40.0,60.906,60.906
40.0,47.0,47.0
31.391,31.391,31.391
26.578,31.391,26.578
24.75,31.391,24.75
28.094,31.391,28.094
34.656,33.5,34.656
39.969,33.5,39.969
40.0,34.656,41.5
33.5,36.531,33.5
32.625,39.969,32.625
36.531,41.5,36.531
40.0,43.281,43.281
40.0,53.813,53.813
40.0,61.281,61.281
40.0,66.563,69.5
40.0,69.5,66.563
40.0,69.688,69.688
40.0,69.875,74.938
40.0,69.875,82.188
40.0,69.875,76.125
40.0,70.875,69.875
40.0,70.875,65.438
40.0,70.875,68.938
40.0,70.875,70.875
40.0,75.375,75.375
40.0,75.375,76.938
40.0,75.375,82.188
40.0,75.375,81.688
40.0,49.438,49.438
34.375,38.531,34.375
32.0,38.531,32.0
31.516,38.531,31.516
38.531,38.531,38.531
40.0,50.094,50.094
40.0,58.25,58.25
40.0,58.25,62.125
40.0,58.25,59.281
40.0,58.25,59.5
40.0,51.375,51.375
40.0,51.375,46.906
40.0,49.906,43.938
40.0,46.906,49.906
40.0,43.938,53.406
33.906,43.938,33.906
31.109,45.875,31.109
33.719,45.875,33.719
40.0,45.875,45.875
40.0,57.125,57.125
40.0,66.813,66.813
40.0,76.938,76.938
40.0,93.313,93.313
40.0,110.313,110.313
40.0,110.313,113.875
40.0,110.313,118.438
40.0,110.313,115.563
40.0,94.75,94.75
40.0,74.563,74.563
40.0,54.875,54.875
40.0,52.281,52.281
40.0,49.406,48.125
40.0,48.125,49.406
40.0,42.688,42.688
40.0,42.688,41.438
37.219,42.531,37.219
38.656,41.438,38.656
40.0,41.188,43.0
40.0,39.219,42.531
40.0,40.938,41.188
38.25,40.938,38.25
39.219,39.219,39.219
40.0,38.25,40.938
38.0,38.0,38.0
37.938,37.938,37.938
35.156,37.938,35.156
36.094,37.938,36.094
37.063,37.938,37.063
40.0,40.906,41.0
40.0,40.906,42.031
40.0,40.906,43.344
40.0,41.0,40.906
40.0,42.031,40.531
39.5,42.281,39.5
40.0,42.281,42.281
40.0,42.406,46.063
40.0,42.406,47.063
40.0,44.531,45.719
40.0,45.719,42.406
40.0,45.719,41.594
40.0,45.719,44.531
40.0,49.25,49.25
40.0,59.594,59.594
40.0,74.0,74.0
40.0,74.0,127.5
40.0,127.5,185.25
40.0,127.5,222.5
40.0,185.25,74.0
40.0,185.25,127.5
40.0,185.25,185.25
40.0,177.5,222.5
40.0,184.125,202.625
40.0,184.125,177.5
40.0,184.125,174.75
40.0,178.625,184.125
40.0,177.5,184.125
40.0,174.75,178.625
40.0,154.75,154.75
40.0,128.0,128.0
40.0,110.0,110.0
40.0,100.875,99.688
40.0,99.688,100.875
40.0,94.375,94.375
40.0,86.438,86.438
40.0,74.563,74.563
40.0,63.938,63.094
40.0,63.938,60.938
40.0,63.938,62.344
40.0,63.938,63.938
40.0,65.688,65.688
40.0,67.313,67.313
40.0,68.625,74.688
40.0,69.313,75.813
40.0,70.25,70.25
40.0,70.625,68.625
40.0,70.25,69.313
40.0,69.313,73.813
40.0,69.313,70.625
40.0,69.313,62.188
40.0,68.813,68.75
40.0,68.813,70.563
40.0,68.813,68.813
40.0,70.0,63.063
40.0,70.563,70.0
40.0,77.625,77.625
40.0,77.625,79.125
40.0,77.625,78.625
40.0,77.625,77.938
40.0,61.438,61.438
40.0,50.313,50.313
31.828,31.828,31.828
22.641,22.641,22.641
15.867,18.297,15.867
14.469,18.297,14.469
14.492,18.297,14.492
18.297,18.297,18.297
26.609,26.609,26.609
36.469,28.922,36.469
37.0,28.922,37.0
33.375,28.922,33.375
28.922,30.734,28.922
27.438,30.734,27.438
26.953,30.734,26.953
30.734,30.734,30.734
32.219,32.219,32.219
37.688,35.844,37.688
35.844,37.688,35.844
40.0,42.094,42.156
40.0,42.156,42.094
40.0,42.156,49.719
40.0,42.156,46.219
40.0,42.094,42.313
36.031,40.031,36.031
32.594,40.031,32.594
37.094,39.719,37.094
40.0,38.844,40.031
40.0,39.719,42.5
39.719,40.031,39.719
38.844,41.719,38.844
40.0,42.5,41.719
40.0,44.75,44.75
40.0,46.469,46.469
40.0,51.0,51.0
40.0,53.313,55.563
40.0,53.313,58.313
40.0,53.313,55.344
40.0,53.313,53.313
40.0,49.719,49.594
40.0,49.719,46.719
40.0,49.719,44.563
40.0,49.719,49.719
40.0,50.0,51.469
40.0,50.0,50.031
40.0,50.0,50.0
