Clipping,Median_Filter,Despike
40.0,60.967,60.967
40.0,58.641,58.641
40.0,56.283,56.283
40.0,53.622,52.97
40.0,53.622,53.057
40.0,53.622,52.373
40.0,53.622,53.622
40.0,56.168,56.168
40.0,58.593,58.593
40.0,59.201,59.201
40.0,63.468,63.468
40.0,64.174,64.174
40.0,65.156,65.156
40.0,68.686,68.686
40.0,69.911,69.944
40.0,69.944,69.911
40.0,75.088,75.088
40.0,76.407,79.094
40.0,76.877,76.407
40.0,79.094,76.877
40.0,79.285,79.285
40.0,84.41,84.41
40.0,90.404,90.404
40.0,90.404,94.686
40.0,90.404,94.686
40.0,90.404,93.268
40.0,83.245,83.245
40.0,66.187,66.187
40.0,51.12,51.12
37.073,37.073,37.073
26.393,26.393,26.393
22.444,26.393,22.444
23.628,26.393,23.628
25.698,26.393,25.698
38.392,38.392,38.392
40.0,54.121,54.121
40.0,64.146,64.146
40.0,74.567,74.567
40.0,79.038,79.038
40.0,83.075,83.075
40.0,85.942,86.756
40.0,86.528,89.346
40.0,86.756,85.942
40.0,89.346,86.528
40.0,91.581,91.581
40.0,95.45,104.216
40.0,95.45,103.144
40.0,95.45,99.94
40.0,95.45,95.45
40.0,81.581,81.581
40.0,77.666,76.264
40.0,76.264,75.003
40.0,75.264,74.701
40.0,75.003,77.666
40.0,74.701,75.264
40.0,72.4,72.4
40.0,70.61,70.61
40.0,57.971,57.971
40.0,46.923,46.746
40.0,46.923,43.446
40.0,46.923,42.124
40.0,46.923,46.923
40.0,64.814,64.814
40.0,79.274,79.274
40.0,88.002,88.073
40.0,88.002,91.345
40.0,88.002,91.434
40.0,88.073,88.002
40.0,88.002,85.405
40.0,85.469,84.348
40.0,85.469,89.329
40.0,85.469,85.469
40.0,89.329,84.193
40.0,89.404,89.404
40.0,89.947,89.947
40.0,97.878,97.878
40.0,104.598,106.475
40.0,104.598,110.121
40.0,104.598,111.355
40.0,104.598,104.598
40.0,101.945,101.945
40.0,96.726,96.726
40.0,93.814,93.814
40.0,88.686,88.686
40.0,88.001,88.001
40.0,85.241,85.241
40.0,81.821,80.347
40.0,81.821,81.821
40.0,81.821,79.776
40.0,80.347,75.107
40.0,81.196,88.53
40.0,81.196,82.132
40.0,81.671,79.53
40.0,81.671,81.196
40.0,81.196,81.671
40.0,79.53,81.994
40.0,79.786,77.9
40.0,79.786,77.672
40.0,79.786,78.003
40.0,79.786,79.786
40.0,85.068,85.068
40.0,85.317,90.082
40.0,85.317,90.381
40.0,85.317,90.296
40.0,85.317,85.317
40.0,85.146,84.741
40.0,84.741,81.491
40.0,84.214,85.146
40.0,84.214,83.997
40.0,84.214,84.214
40.0,84.819,80.845
40.0,84.819,84.819
40.0,84.819,85.426
40.0,84.819,90.567
40.0,84.819,99.422
40.0,56.187,56.187
35.522,35.522,35.522
23.688,27.73,23.688
21.307,27.73,21.307
26.405,27.73,26.405
27.73,27.73,27.73
28.403,28.403,28.403
30.292,30.292,30.292
30.956,30.292,30.956
33.036,30.292,33.036
33.698,30.292,33.698
29.775,29.775,29.775
24.094,24.094,24.094
18.243,20.988,18.243
13.893,20.988,13.893
16.598,20.988,16.598
20.988,20.988,20.988
27.037,27.037,27.037
37.72,37.72,37.72
40.0,43.204,43.204
40.0,51.049,51.049
40.0,57.093,57.093
40.0,61.927,61.927
40.0,65.863,65.863
40.0,68.904,68.904
40.0,74.014,74.014
40.0,86.503,86.503
40.0,109.964,109.964
40.0,149.908,149.908
40.0,158.331,174.17
40.0,158.331,184.021
40.0,158.331,179.777
40.0,158.331,158.331
40.0,127.469,127.469
40.0,98.578,98.578
40.0,78.954,78.954
40.0,73.528,67.026
40.0,73.528,59.712
40.0,73.528,62.048
40.0,73.528,73.528
40.0,73.528,83.486
40.0,73.528,82.963
40.0,73.528,78.22
40.0,65.966,65.966
40.0,46.376,46.376
32.286,46.376,32.286
31.293,46.376,31.293
36.538,46.376,36.538
40.0,50.142,50.142
40.0,58.872,58.872
40.0,62.932,62.932
40.0,67.306,67.306
40.0,67.731,67.731
40.0,71.921,78.049
40.0,71.921,75.925
40.0,71.921,77.553
40.0,71.921,71.921
40.0,61.939,61.939
40.0,51.987,51.987
40.0,41.019,41.019
34.314,40.572,34.314
36.958,40.572,36.958
40.0,40.572,40.572
